JZ 
41,33467,城区 1.0,50001
6334,16500,城区 1.0,50002
19169,30724,城区 1.0,50003
11478,19358,城区 1.0,50004
1962,39464,城区 1.0,50005
5705,18145,城区 1.0,50006
23281,31827,城区 1.0,50007
9961,15491,城区 1.0,50008
2995,26942,城区 1.0,50009
4827,20436,城区 1.0,50010
7391,29604,城区 1.0,50011
3902,15153,城区 1.0,50012
292,27382,城区 1.0,50013
17421,33716,城区 1.0,50014
19718,34895,城区 1.0,50015
5447,36726,城区 1.0,50016
14771,26538,城区 1.0,50017
1869,34912,城区 1.0,50018
667,16299,城区 1.0,50019
17035,24894,城区 1.0,50020
3703,38811,城区 1.0,50021
6322,20333,城区 1.0,50022
17673,19664,城区 1.0,50023
15141,22711,城区 1.0,50024
3253,21868,城区 1.0,50025
547,17644,城区 1.0,50026
7662,22757,城区 1.0,50027
20037,27859,城区 1.0,50028
8723,24741,城区 1.0,50029
2529,15778,城区 1.0,50030
12316,18035,城区 1.0,50031
22190,16842,城区 1.0,50032
288,20106,城区 1.0,50033
9040,23942,城区 1.0,50034
19264,37648,城区 1.0,50035
2446,38805,城区 1.0,50036
15890,21729,城区 1.0,50037
24370,30350,城区 1.0,50038
15006,21101,城区 1.0,50039
24393,18548,城区 1.0,50040
19629,27623,城区 1.0,50041
24084,34954,城区 1.0,50042
18756,26840,城区 1.0,50043
4966,22376,城区 1.0,50044
13931,16308,城区 1.0,50045
16944,22439,城区 1.0,50046
24626,26323,城区 1.0,50047
5537,36538,城区 1.0,50048
16118,17082,城区 1.0,50049
22929,31541,城区 1.0,50050
4833,21115,城区 1.0,50051
4639,19658,城区 1.0,50052
22704,24930,城区 1.0,50053
13977,17306,城区 1.0,50054
6673,37386,城区 1.0,50055
5021,18745,城区 1.0,50056
1924,34072,城区 1.0,50057
6270,20829,城区 1.0,50058
1777,30573,城区 1.0,50059
5097,31512,城区 1.0,50060
23986,28290,城区 1.0,50061
9161,33636,城区 1.0,50062
22355,39767,城区 1.0,50063
23655,30574,城区 1.0,50064
4031,27052,城区 1.0,50065
2350,16150,城区 1.0,50066
16941,36724,城区 1.0,50067
13966,18430,城区 1.0,50068
6107,20191,城区 1.0,50069
18007,26337,城区 1.0,50070
15457,27287,城区 1.0,50071
2753,25383,城区 1.0,50072
14945,23909,城区 1.0,50073
7209,24758,城区 1.0,50074
24221,33588,城区 1.0,50075
6422,39946,城区 1.0,50076
2506,28030,城区 1.0,50077
16413,19168,城区 1.0,50078
900,22591,城区 1.0,50079
18762,16655,城区 1.0,50080
17410,21359,城区 1.0,50081
2624,35537,城区 1.0,50082
21548,21483,城区 1.0,50083
2595,19041,城区 1.0,50084
3602,39350,城区 1.0,50085
10291,20836,城区 1.0,50086
9374,26020,城区 1.0,50087
4596,39021,城区 1.0,50088
2348,38199,城区 1.0,50089
19668,39484,城区 1.0,50090
8281,19734,城区 1.0,50091
53,16999,城区 1.0,50092
1418,17938,城区 1.0,50093
6900,18788,城区 1.0,50094
18127,15467,城区 1.0,50095
3728,29893,城区 1.0,50096
24648,37483,城区 1.0,50097
17807,17421,城区 1.0,50098
14310,21617,城区 1.0,50099
22813,24514,城区 1.0,50100
14309,22616,城区 1.0,50101
18935,32451,城区 1.0,50102
20600,20249,城区 1.0,50103
16519,21556,城区 1.0,50104
22798,20303,城区 1.0,50105
6224,26008,城区 1.0,50106
5844,22609,城区 1.0,50107
14989,22702,城区 1.0,50108
3195,35485,城区 1.0,50109
3093,29343,城区 1.0,50110
5523,16587,城区 1.0,50111
4314,24503,城区 1.0,50112
7448,15200,城区 1.0,50113
13458,21618,城区 1.0,50114
20580,34796,城区 1.0,50115
14798,30281,城区 1.0,50116
19589,35798,城区 1.0,50117
3009,17157,城区 1.0,50118
20472,38622,城区 1.0,50119
18538,27292,城区 1.0,50120
6038,39179,城区 1.0,50121
18190,19657,城区 1.0,50122
7958,21191,城区 1.0,50123
19815,37888,城区 1.0,50124
19156,26511,城区 1.0,50125
16202,17634,城区 1.0,50126
24272,35055,城区 1.0,50127
20328,37646,城区 1.0,50128
1362,19886,城区 1.0,50129
18875,18433,城区 1.0,50130
4869,35142,城区 1.0,50131
23844,16416,城区 1.0,50132
21881,21998,城区 1.0,50133
10322,33651,城区 1.0,50134
10021,20699,城区 1.0,50135
3557,18476,城区 1.0,50136
2892,39389,城区 1.0,50137
5075,25712,城区 1.0,50138
2600,17510,城区 1.0,50139
21003,16869,城区 1.0,50140
17861,29688,城区 1.0,50141
13401,24789,城区 1.0,50142
15255,31423,城区 1.0,50143
5002,25585,城区 1.0,50144
24182,25285,城区 1.0,50145
2088,21426,城区 1.0,50146
3617,38757,城区 1.0,50147
9832,20932,城区 1.0,50148
4169,17154,城区 1.0,50149
721,32189,城区 1.0,50150
19976,21329,城区 1.0,50151
2368,18692,城区 1.0,50152
21425,25555,城区 1.0,50153
3434,31549,城区 1.0,50154
7441,24512,城区 1.0,50155
5145,33060,城区 1.0,50156
21718,18753,城区 1.0,50157
16139,27423,城区 1.0,50158
16279,15996,城区 1.0,50159
16687,27529,城区 1.0,50160
22549,32437,城区 1.0,50161
19866,27949,城区 1.0,50162
193,38195,城区 1.0,50163
3297,35416,城区 1.0,50164
3286,31105,城区 1.0,50165
24488,31282,城区 1.0,50166
12455,15734,城区 1.0,50167
18114,26701,城区 1.0,50168
6316,35671,城区 1.0,50169
5786,27263,城区 1.0,50170
4313,39355,城区 1.0,50171
6185,35053,城区 1.0,50172
912,25808,城区 1.0,50173
1832,35945,城区 1.0,50174
4313,17756,城区 1.0,50175
3321,34558,城区 1.0,50176
23646,17982,城区 1.0,50177
481,19144,城区 1.0,50178
23196,35222,城区 1.0,50179
7129,17161,城区 1.0,50180
5535,35450,城区 1.0,50181
11173,25466,城区 1.0,50182
12044,36659,城区 1.0,50183
1292,16439,城区 1.0,50184
17253,35024,城区 1.0,50185
1154,19510,城区 1.0,50186
4745,35649,城区 1.0,50187
13186,23313,城区 1.0,50188
4474,18022,城区 1.0,50189
2168,29018,城区 1.0,50190
18787,24905,城区 1.0,50191
17958,22391,城区 1.0,50192
10202,18625,城区 1.0,50193
1477,19414,城区 1.0,50194
9314,15824,城区 1.0,50195
4334,15874,城区 1.0,50196
24372,35159,城区 1.0,50197
11833,18070,城区 1.0,50198
7487,18297,城区 1.0,50199
7518,23177,城区 1.0,50200
17773,22270,城区 1.0,50201
1763,17668,城区 1.0,50202
17192,28985,城区 1.0,50203
3102,23480,城区 1.0,50204
4213,22627,城区 1.0,50205
4802,19099,城区 1.0,50206
5527,17625,城区 1.0,50207
1543,16924,城区 1.0,50208
11023,19972,城区 1.0,50209
13061,29181,城区 1.0,50210
6003,17432,城区 1.0,50211
17505,17593,城区 1.0,50212
22725,28031,城区 1.0,50213
8492,15142,城区 1.0,50214
17222,21286,城区 1.0,50215
13064,22900,城区 1.0,50216
19187,23360,城区 1.0,50217
22413,20974,城区 1.0,50218
14270,19170,城区 1.0,50219
